Date,Price,Open,High,Low,Vol.,Change %,Volume
12/24/2020,790.8,754.05,790.8,747.79,0.45K,4.87%,450
12/23/2020,754.05,821.94,821.94,754.05,0.66K,-8.26%,660
12/22/2020,821.94,785.15,821.94,776.73,0.47K,4.69%,470
12/21/2020,785.15,795.06,795.06,781.21,0.65K,-1.25%,650
12/20/2020,795.06,838.61,838.61,790.03,0.32K,-5.19%,320
12/19/2020,838.61,841.84,846.07,838.61,0.66K,-0.38%,660
12/18/2020,841.84,822.82,841.84,810.78,0.37K,2.31%,370
12/17/2020,822.82,819.73,838,819.73,2.00K,0.38%,2000
12/16/2020,819.73,748.4,819.73,748.4,1.02K,9.53%,1020
12/15/2020,748.4,751.72,751.72,744.04,0.37K,-0.44%,370
12/14/2020,751.72,756.52,756.52,738.25,0.19K,-0.63%,190
12/13/2020,756.52,730.69,757.33,728.95,0.27K,3.54%,270
12/12/2020,730.69,698.65,730.69,698.65,0.18K,4.59%,180
12/11/2020,698.65,718.82,718.82,698.65,0.43K,-2.81%,430
12/10/2020,718.82,740,740,718.82,0.39K,-2.86%,390
12/9/2020,740,716.73,740,709.25,0.60K,3.25%,600
12/8/2020,716.73,760.82,760.82,716.73,0.53K,-5.80%,530
12/7/2020,760.82,773.49,773.49,760.82,0.20K,-1.64%,200
12/6/2020,773.49,764.64,775,760.26,0.18K,1.16%,180
12/5/2020,764.64,730.83,765.3,730.83,0.36K,4.63%,360
12/4/2020,730.83,798.29,798.29,730.83,0.37K,-8.45%,370
12/3/2020,798.29,784.26,798.29,783.61,0.40K,1.79%,400
12/2/2020,784.26,765.84,784.26,765.84,0.42K,2.41%,420
12/1/2020,765.84,801,801,765.84,0.84K,-4.39%,840
11/30/2020,801,752.16,801,752.16,1.02K,6.49%,1020
11/29/2020,752.16,708.93,752.16,708.93,0.32K,6.10%,320
11/28/2020,708.93,677.16,719.48,674.93,0.45K,4.69%,450
11/27/2020,677.16,677.86,677.86,662.45,0.63K,-0.10%,630
11/26/2020,677.86,746.01,746.01,653.1,1.96K,-9.14%,1960
11/25/2020,746.01,787.54,787.54,746.01,0.87K,-5.27%,870
11/24/2020,787.54,796.53,806.33,776.56,1.21K,-1.13%,1210
11/23/2020,796.53,733.99,796.53,733.99,1.22K,8.52%,1220
11/22/2020,733.99,723.98,733.99,687.16,1.52K,1.38%,1520
11/21/2020,723.98,668.5,723.98,668.5,1.47K,8.30%,1470
11/20/2020,668.5,622.93,668.5,622.93,0.73K,7.32%,730
11/19/2020,622.93,631.18,631.18,611.21,0.43K,-1.31%,430
11/18/2020,631.18,636.8,636.8,619.6,0.73K,-0.88%,730
11/17/2020,636.8,609.07,636.8,609.07,1.04K,4.55%,1040
11/16/2020,609.07,595.56,609.07,594.83,0.22K,2.27%,220
11/15/2020,595.56,615.04,615.04,595.56,0.33K,-3.17%,330
11/14/2020,615.04,629.99,629.99,615.04,0.61K,-2.37%,610
11/13/2020,629.99,612.49,629.99,612.49,0.46K,2.86%,460
11/12/2020,612.49,608.52,612.49,604.57,0.38K,0.65%,380
11/11/2020,608.52,591.29,608.52,591.29,0.52K,2.91%,520
11/10/2020,591.29,580.5,591.29,580.2,0.42K,1.86%,420
11/9/2020,580.5,592.56,592.78,579.55,0.36K,-2.04%,360
11/8/2020,592.56,569.85,592.56,569.35,0.33K,3.99%,330
11/7/2020,569.85,599.05,599.05,569.85,0.84K,-4.87%,840
11/6/2020,599.05,546.67,599.05,546.67,0.62K,9.58%,620
11/5/2020,546.67,530.66,549.99,524.85,0.58K,3.02%,580
11/4/2020,530.66,509.08,530.66,504.6,0.26K,4.24%,260
11/3/2020,509.08,511.78,511.78,500.81,0.22K,-0.53%,220
11/2/2020,511.78,530.86,533.54,511.78,0.39K,-3.59%,390
11/1/2020,530.86,515.59,530.86,515.59,0.20K,2.96%,200
10/31/2020,515.59,513.24,516.71,513.24,0.16K,0.46%,160
10/30/2020,513.24,516.94,516.94,507.08,0.53K,-0.72%,530
10/29/2020,516.94,517.85,520.52,516.94,0.16K,-0.18%,160
10/28/2020,517.85,531.33,531.33,517.85,0.36K,-2.54%,360
10/27/2020,531.33,519.74,531.33,516.23,0.67K,2.23%,670
10/26/2020,519.74,535.69,535.69,519.74,0.25K,-2.98%,250
10/25/2020,535.69,543.22,543.22,533.55,0.20K,-1.39%,200
10/24/2020,543.22,540.88,543.36,540.88,0.31K,0.43%,310
10/23/2020,540.88,549.23,549.23,534.34,0.54K,-1.52%,540
10/22/2020,549.23,517.84,549.23,517.84,1.43K,6.06%,1430
10/21/2020,517.84,484.02,519.24,484.02,0.67K,6.99%,670
10/20/2020,484.02,497.94,500.72,484.02,0.46K,-2.80%,460
10/19/2020,497.94,500.93,501.01,494.78,0.20K,-0.60%,200
10/18/2020,500.93,488.13,500.93,488.13,0.37K,2.62%,370
10/17/2020,488.13,484.92,488.13,484.92,0.22K,0.66%,220
10/16/2020,484.92,501.1,501.1,483.52,0.31K,-3.23%,310
10/15/2020,501.08,500.6,501.08,499.32,0.23K,0.10%,230
10/14/2020,500.6,501.85,504.53,495.95,0.12K,-0.25%,120
10/13/2020,501.85,506.69,506.69,501.85,0.37K,-0.96%,370
10/12/2020,506.69,493.44,507.76,492.28,0.96K,2.69%,960
10/11/2020,493.44,487.86,493.44,487.83,0.10K,1.14%,100
10/10/2020,487.86,479.61,489.93,478.99,0.26K,1.72%,260
10/9/2020,479.61,463.37,479.61,460.46,0.16K,3.50%,160
10/8/2020,463.37,455.1,463.37,451.48,0.18K,1.82%,180
10/7/2020,455.1,454.21,455.1,451.63,0.22K,0.20%,220
10/6/2020,454.21,470.81,470.81,452.98,0.23K,-3.53%,230
10/5/2020,470.81,468.94,471.46,465.7,0.23K,0.40%,230
10/4/2020,468.94,460.34,468.94,460.34,0.49K,1.87%,490
10/3/2020,460.34,459.77,460.7,459.77,0.16K,0.12%,160
10/2/2020,459.77,469.57,469.57,458.13,0.33K,-2.09%,330
10/1/2020,469.57,481.68,492,469.57,0.28K,-2.51%,280
9/30/2020,481.68,483.49,483.49,475.4,0.29K,-0.37%,290
9/29/2020,483.49,470.01,483.49,470.01,0.22K,2.87%,220
9/28/2020,470.01,478.27,484.22,470.01,0.24K,-1.73%,240
9/27/2020,478.27,474.71,478.27,472.74,0.40K,0.75%,400
9/26/2020,474.71,469.69,474.71,469.69,0.13K,1.07%,130
9/25/2020,469.69,467.58,469.69,460,0.19K,0.45%,190
9/24/2020,467.58,431.38,467.58,431.38,0.57K,8.39%,570
9/23/2020,431.38,460.38,460.38,430,0.28K,-6.30%,280
9/22/2020,460.38,460.57,460.57,454.05,0.76K,-0.04%,760
9/21/2020,460.57,492.1,496.88,460.57,0.76K,-6.41%,760
9/20/2020,492.1,512.85,512.85,492.1,0.21K,-4.05%,210
9/19/2020,512.85,510,512.85,504.35,0.33K,0.56%,330
9/18/2020,510,514.02,514.02,510,0.24K,-0.78%,240
9/17/2020,514.02,483.65,514.02,483.65,0.54K,6.28%,540
9/16/2020,483.65,483.59,488.46,479.98,0.34K,0.01%,340
9/15/2020,483.59,498.63,498.89,483.59,0.46K,-3.02%,460
9/14/2020,498.63,489.04,498.63,488.95,0.44K,1.96%,440
9/13/2020,489.04,515,515.36,489.04,0.61K,-5.04%,610
9/12/2020,515,499.89,515,494.32,0.37K,3.02%,370
9/11/2020,499.89,487.59,499.89,484.13,0.28K,2.52%,280
9/10/2020,487.59,465.97,490.4,465.97,0.58K,4.64%,580
9/9/2020,465.97,449.81,470.07,449.81,0.54K,3.59%,540
9/8/2020,449.81,465.95,465.95,445,0.46K,-3.46%,460
9/7/2020,465.95,465.47,465.95,437.92,0.39K,0.10%,390
9/6/2020,465.47,441.63,465.47,441.63,0.51K,5.40%,510
9/5/2020,441.63,511.01,511.01,436.48,1.09K,-13.58%,1090
9/4/2020,511.01,509.19,525.13,509.19,1.34K,0.36%,1340
9/3/2020,509.19,577.4,592.2,509.19,1.51K,-11.81%,1510
9/2/2020,577.4,623.54,623.54,571.76,0.90K,-7.40%,900
9/1/2020,623.54,568.79,623.54,568.79,1.23K,9.63%,1230
8/31/2020,568.79,564.35,568.79,555.35,0.82K,0.79%,820
8/30/2020,564.35,525.96,564.35,525.96,0.30K,7.30%,300
8/29/2020,525.96,522.15,529.88,522.15,0.26K,0.73%,260
8/28/2020,522.15,506.02,522.15,506.02,0.30K,3.19%,300
8/27/2020,506.02,512.03,512.03,506.02,0.58K,-1.17%,580
8/26/2020,512.03,507.46,513.66,507.46,0.69K,0.90%,690
8/25/2020,507.46,546,546,503.32,1.26K,-7.06%,1260
8/24/2020,546,521.68,546,521.68,0.72K,4.66%,720
8/23/2020,521.68,527.98,527.98,516.41,0.44K,-1.19%,440
8/22/2020,527.98,515.87,528.4,510,0.41K,2.35%,410
8/21/2020,515.87,552.47,552.47,515.87,0.46K,-6.62%,460
8/20/2020,552.47,539.95,552.47,539.95,0.50K,2.32%,500
8/19/2020,539.95,558.82,558.82,539.95,1.36K,-3.53%,1360
8/18/2020,559.73,572.17,575.04,559.73,0.97K,-2.17%,970
8/17/2020,572.17,578.59,578.59,566.08,0.63K,-1.11%,630
8/16/2020,578.59,578,578.59,566.63,0.39K,0.10%,390
8/15/2020,578,584.18,584.18,576.1,0.49K,-1.06%,490
8/14/2020,584.18,562.64,586.79,562.64,1.30K,3.83%,1300
8/13/2020,562.64,515.43,568.83,510.1,1.19K,9.16%,1190
8/12/2020,515.43,506.15,515.43,501.28,0.57K,1.83%,570
8/11/2020,506.15,528.67,528.67,506.15,0.51K,-4.26%,510
8/10/2020,528.67,524.48,530.27,524.48,0.40K,0.80%,400
8/9/2020,524.48,532.13,532.13,523.73,0.41K,-1.04%,410
8/8/2020,530,509.42,530,509.42,0.37K,4.04%,370
8/7/2020,509.42,527.58,531.08,509.42,1.33K,-3.44%,1330
8/6/2020,527.58,533.61,533.61,527.33,0.44K,-1.13%,440
8/5/2020,533.61,517.05,533.61,517.05,0.58K,3.20%,580
8/4/2020,517.05,518.03,526.15,515,0.37K,-0.19%,370
8/3/2020,518.03,495.38,518.03,495.38,0.20K,4.57%,200
8/2/2020,495.38,519.99,519.99,495.38,1.54K,-4.73%,1540
8/1/2020,519.99,465.19,519.99,465.19,1.36K,11.78%,1360
7/31/2020,465.19,450,465.19,450,0.73K,3.38%,730
7/30/2020,450,427.26,452.05,421.52,0.67K,5.32%,670
7/29/2020,427.26,424.52,432.14,423.59,0.33K,0.65%,330
7/28/2020,424.52,428.98,428.98,408.14,0.49K,-1.04%,490
7/27/2020,428.98,416.39,434.99,416.39,1.36K,3.02%,1360
7/26/2020,416.39,408.67,424,404.87,0.71K,1.89%,710
7/25/2020,408.67,375.01,408.67,375.01,1.30K,8.98%,1300
7/24/2020,375.01,366.81,378.34,364.36,0.82K,2.24%,820
7/23/2020,366.81,353.84,366.81,353.84,1.09K,3.67%,1090
7/22/2020,353.84,330.25,353.84,329.09,0.78K,7.14%,780
7/21/2020,330.25,321.37,330.25,321.37,0.27K,2.76%,270
7/20/2020,321.37,325.99,325.99,321.37,0.73K,-1.42%,730
7/19/2020,325.99,320.75,325.99,318.24,0.35K,1.63%,350
7/18/2020,320.75,317.23,320.75,317,0.14K,1.09%,140
7/17/2020,317.29,318.85,318.85,316.52,0.19K,-0.49%,190
7/16/2020,318.85,324.13,324.13,317.08,0.27K,-1.63%,270
7/15/2020,324.13,327.67,327.67,324.13,0.60K,-1.08%,600
7/14/2020,327.67,326.45,327.67,325.03,0.14K,0.37%,140
7/13/2020,326.45,330.84,332.84,326.45,0.21K,-1.33%,210
7/12/2020,330.84,327.01,330.84,324.28,0.17K,1.57%,170
7/11/2020,325.72,326.02,326.17,325.09,-,-0.99%,0
7/10/2020,328.99,328.64,328.99,326.63,0.30K,0.81%,300
7/9/2020,326.36,334.61,334.61,326.36,-,-2.47%,0
7/8/2020,334.61,325.56,334.61,325.56,0.26K,2.78%,260
7/7/2020,325.56,327.24,327.24,322.05,0.50K,-0.51%,500
7/6/2020,327.24,309.63,327.24,309.41,0.47K,5.69%,470
7/5/2020,309.63,312.03,312.5,304.77,0.14K,-0.77%,140
7/4/2020,312.03,306.26,313.5,306.14,0.13K,1.88%,130
7/3/2020,306.26,308.62,311.13,305.91,0.21K,-0.76%,210
7/2/2020,308.62,314.75,316.56,305.19,0.24K,-1.95%,240
7/1/2020,314.75,306.6,316.73,305,0.23K,2.66%,230
6/30/2020,306.6,313.5,313.5,305.81,0.43K,-2.20%,430
6/29/2020,313.5,308.33,314.17,304.77,0.13K,1.68%,130
6/28/2020,308.33,304.56,312.81,300,0.16K,1.24%,160
6/27/2020,304.56,315.42,316.41,297,0.28K,-3.44%,280
6/26/2020,315.42,318.96,319.44,313.27,0.13K,-1.11%,130
6/25/2020,318.96,321.51,322.11,309.91,0.37K,-0.98%,370
6/24/2020,322.11,329.53,337.11,316.8,0.23K,-2.25%,230
6/23/2020,329.53,329.47,331.48,326.12,0.20K,0.02%,200
6/22/2020,329.47,311.85,332.8,311.85,0.83K,5.65%,830
6/21/2020,311.85,313.41,316.3,309.78,0.25K,-0.50%,250
6/20/2020,313.41,313.27,314.53,308.45,0.12K,0.52%,120
6/19/2020,311.8,317.14,317.14,309.65,0.19K,-1.68%,190
6/18/2020,317.14,317.56,319.68,311.91,0.14K,-0.71%,140
6/17/2020,319.41,319.89,325.83,311.79,0.64K,-0.15%,640
6/16/2020,319.89,314.62,320.25,309.88,0.25K,1.68%,250
6/15/2020,314.62,316.65,317.76,300,0.43K,-0.64%,430
6/14/2020,316.65,325.84,325.84,315.3,0.10K,-2.82%,100
6/13/2020,325.84,324.76,325.89,321.82,0.09K,0.33%,90
6/12/2020,324.76,317.16,325.36,315.28,0.38K,2.40%,380
6/11/2020,317.16,333.29,336.44,308.03,0.92K,-4.84%,920
6/10/2020,333.29,328.69,336.66,326.6,0.90K,1.22%,900
6/9/2020,329.26,329.86,333.89,323.13,0.27K,-0.18%,270
6/8/2020,329.86,328.07,332.79,323.6,0.23K,0.55%,230
6/7/2020,328.07,326.99,329.17,317.62,0.13K,0.33%,130
6/6/2020,326.99,325.39,329.71,322.35,0.14K,0.49%,140
6/5/2020,325.39,331.25,333.75,322.53,0.39K,-1.77%,390
6/4/2020,331.25,330.44,337.5,321.49,0.60K,0.25%,600
6/3/2020,330.44,322,331.97,318.88,0.44K,1.96%,440
6/2/2020,324.09,338.39,344.66,307.49,0.59K,-4.23%,590
6/1/2020,338.39,320.3,340,318.8,0.88K,5.65%,880
5/31/2020,320.3,336.77,339.99,318.8,0.27K,-4.84%,270
5/30/2020,336.59,305.95,339.19,302.51,0.65K,10.01%,650
5/29/2020,305.95,303.23,309,300.21,0.36K,0.90%,360
5/28/2020,303.23,288,303.33,282.43,0.91K,5.29%,910
5/27/2020,288,279.71,288.36,278.4,0.29K,2.96%,290
5/26/2020,279.71,287.22,288.8,275.29,0.32K,-2.60%,320
5/25/2020,287.19,281.12,289.85,280,0.45K,1.51%,450
5/24/2020,282.91,291.82,297,280.04,0.36K,-3.05%,360
5/23/2020,291.82,292.43,297.88,288.79,0.36K,-0.21%,360
5/22/2020,292.43,279.69,294.59,276.13,0.72K,4.56%,720
5/21/2020,279.69,294.92,297.09,270,0.75K,-5.16%,750
5/20/2020,294.92,298.38,300,289.69,0.39K,-1.16%,390
5/19/2020,298.38,300.08,302.54,294.14,0.27K,-0.57%,270
5/18/2020,300.08,293.67,306.39,292.44,1.05K,2.18%,1050
5/17/2020,293.67,285.59,297,284.17,0.51K,2.83%,510
5/16/2020,285.59,275.91,287.81,274.4,0.29K,3.70%,290
5/15/2020,275.41,286.77,287.81,271.14,0.40K,-3.96%,400
5/14/2020,286.77,283.4,291.27,278.58,0.58K,1.19%,580
5/13/2020,283.4,267.2,285.51,266.31,0.50K,6.06%,500
5/12/2020,267.2,264.9,272.69,264.24,0.25K,0.87%,250
5/11/2020,264.9,262.72,272.74,251,0.48K,0.83%,480
5/10/2020,262.72,293.83,296.13,254.02,1.84K,-11.28%,1840
5/9/2020,296.13,297.32,303,293.83,0.26K,-0.40%,260
5/8/2020,297.32,299.2,303,290.3,0.62K,-0.63%,620
5/7/2020,299.2,283.47,303,281.45,0.85K,5.55%,850
5/6/2020,283.47,288.52,299.81,283.47,0.67K,-1.75%,670
5/5/2020,288.52,295.06,302.99,286.95,0.54K,-2.22%,540
5/4/2020,295.06,300.43,300.67,277.53,0.58K,-1.79%,580
5/3/2020,300.43,305.72,313,295,0.52K,-1.73%,520
5/2/2020,305.72,303.33,307.64,302.18,0.17K,0.79%,170
5/1/2020,303.33,289.69,306.47,289.69,0.90K,4.71%,900
4/30/2020,289.69,303.78,317.99,282.64,1.21K,-4.64%,1210
4/29/2020,303.78,278.22,307.7,277.88,1.35K,9.19%,1350
4/28/2020,278.22,278.22,279.48,274,0.57K,0.00%,570
4/27/2020,278.22,280.76,283.13,271.31,0.34K,-0.90%,340
4/26/2020,280.75,276.83,282.14,274.59,0.18K,1.42%,180
4/25/2020,276.83,267.1,280.91,264.56,0.50K,3.64%,500
4/24/2020,267.1,262.37,270.13,260.61,0.34K,1.74%,340
4/23/2020,262.52,260.75,270.48,254.04,0.61K,0.68%,610
4/22/2020,260.75,245.03,261,244.5,0.27K,6.42%,270
4/21/2020,245.03,245.11,249.82,242.93,0.60K,0.17%,600
4/20/2020,244.62,256.28,264.53,240,0.26K,-4.55%,260
4/19/2020,256.28,265.35,267,250,0.19K,-3.42%,190
4/18/2020,265.35,243.49,267,241.19,0.59K,8.98%,590
4/17/2020,243.49,243.45,246.16,238.99,0.18K,0.02%,180
4/16/2020,243.45,219.44,246.72,211.1,0.39K,10.94%,390
4/15/2020,219.44,222.74,227,216.52,0.75K,-1.48%,750
4/14/2020,222.74,220.43,226.1,218.05,0.32K,1.05%,320
4/13/2020,220.43,224.05,224.05,211.24,0.28K,-1.62%,280
4/12/2020,224.05,223.82,232.62,218.04,0.28K,0.10%,280
4/11/2020,223.82,223.22,228.39,217.39,0.09K,0.27%,90
4/10/2020,223.22,239.4,240.06,215.8,0.49K,-6.72%,490
4/9/2020,239.29,243.53,244.02,234.14,0.20K,-1.74%,200
4/8/2020,243.53,230.13,245.1,229.85,0.49K,5.82%,490
4/7/2020,230.13,241.51,249.2,228.41,0.29K,-4.71%,290
4/6/2020,241.51,205.19,241.51,204.36,0.81K,17.70%,810
4/5/2020,205.19,205.63,207.27,202.36,0.13K,-0.21%,130
4/4/2020,205.63,202.26,207.06,198.25,0.11K,1.67%,110
4/3/2020,202.26,200.03,207.7,197.61,0.20K,1.11%,200
4/2/2020,200.03,194.07,211.75,192.69,0.55K,3.07%,550
4/1/2020,194.07,189.75,194.64,184.6,0.28K,2.28%,280
3/31/2020,189.75,189.25,191.02,186.28,0.19K,0.26%,190
3/30/2020,189.25,177.16,192.79,177.16,0.41K,6.46%,410
3/29/2020,177.77,186.17,186.17,175,0.27K,-4.51%,270
3/28/2020,186.17,185.11,188.39,177.55,0.52K,0.57%,520
3/27/2020,185.11,194.74,199.05,183.38,0.36K,-4.95%,360
3/26/2020,194.74,195.26,197.31,189.01,0.28K,-0.27%,280
3/25/2020,195.26,201.56,204,192,0.43K,-3.13%,430
3/24/2020,201.56,198.07,205.49,192.79,0.38K,1.76%,380
3/23/2020,198.07,176.83,198.31,173.89,1.14K,12.01%,1140
3/22/2020,176.83,190.66,197.1,175.59,0.39K,-7.25%,390
3/21/2020,190.66,191.02,198.87,181.86,0.52K,-0.19%,520
3/20/2020,191.02,200.14,217.92,168.54,1.42K,-4.56%,1420
3/19/2020,200.14,170.4,207.9,168.69,1.00K,17.45%,1000
3/18/2020,170.4,165.81,170.88,158.82,0.96K,2.77%,960
3/17/2020,165.81,155.9,169.43,154.06,0.40K,6.36%,400
3/16/2020,155.9,172.58,219.9,102,3.00K,-9.67%,3000
3/15/2020,172.58,169.49,181.53,164.47,0.67K,1.82%,670
3/14/2020,169.49,185.6,186.53,168.52,0.47K,-8.68%,470
3/13/2020,185.6,153.67,220,127,5.72K,20.78%,5720
3/12/2020,153.67,268.16,269.58,140.01,4.18K,-42.69%,4180
3/11/2020,268.16,276.72,278.5,251,0.30K,-3.09%,300
3/10/2020,276.72,278.47,282.1,270,0.35K,-0.63%,350
3/9/2020,278.47,272.03,284.17,258,0.74K,2.37%,740
3/8/2020,272.03,319.24,321.64,268.47,0.58K,-14.79%,580
3/7/2020,319.24,328.07,337,318.14,0.28K,-2.69%,280
3/6/2020,328.07,305.4,328.07,304.86,0.79K,7.42%,790
3/5/2020,305.4,300,313.31,300,0.33K,1.80%,330
3/4/2020,300,299.76,305.23,296.22,0.06K,0.08%,60
3/3/2020,299.76,308.5,309.73,294.97,0.63K,-2.83%,630
3/2/2020,308.5,293.43,312.83,288.54,0.39K,5.14%,390
3/1/2020,293.43,292.37,304,285.05,0.15K,0.36%,150
2/29/2020,292.37,307.73,312.2,292.37,0.17K,-4.99%,170
2/28/2020,307.73,303.4,314.05,288.32,1.07K,1.43%,1070
2/27/2020,303.4,302.36,320.59,277.19,0.59K,0.34%,590
2/26/2020,302.36,329.91,329.91,289.5,0.62K,-8.35%,620
2/25/2020,329.91,353.29,353.64,327.79,0.22K,-6.62%,220
2/24/2020,353.29,364.88,366.21,342.94,0.48K,-3.18%,480
2/23/2020,364.88,348.02,366.05,347.01,0.19K,4.84%,190
2/22/2020,348.02,353.49,354.01,342.99,0.10K,-1.55%,100
2/21/2020,353.49,344.86,357.05,338.9,0.30K,2.50%,300
2/20/2020,344.86,344,349.52,328.38,0.38K,0.25%,380
2/19/2020,344,375,375,334.8,0.55K,-8.27%,550
2/18/2020,375,352.86,382.85,344.05,0.58K,6.27%,580
2/17/2020,352.86,347.71,352.86,322.1,0.60K,1.48%,600
2/16/2020,347.71,349.61,362.19,317.09,0.26K,-0.54%,260
2/15/2020,349.61,378.89,380,346.2,0.48K,-7.44%,480
2/14/2020,377.7,354.22,378.89,346.86,0.28K,6.63%,280
2/13/2020,354.22,353.45,365.19,338.94,0.92K,0.22%,920
2/12/2020,353.45,315.27,370.2,315.27,1.15K,12.11%,1150
2/11/2020,315.27,298.26,317.96,289.52,0.36K,6.08%,360
2/10/2020,297.21,303.39,303.39,287.26,0.25K,-2.04%,250
2/9/2020,303.39,295.5,305,295.5,0.31K,2.67%,310
2/8/2020,295.5,296.02,300,284.48,0.24K,-0.18%,240
2/7/2020,296.02,282.15,300,280.87,0.79K,4.92%,790
2/6/2020,282.15,270.26,284.52,265.95,0.36K,4.40%,360
2/5/2020,270.26,249.99,272.2,248.71,0.33K,8.11%,330
2/4/2020,249.99,249.59,251.46,244.36,0.52K,0.16%,520
2/3/2020,249.59,246.48,255,244.97,0.21K,1.26%,210
2/2/2020,246.48,241.82,253,236.07,0.32K,1.93%,320
2/1/2020,241.82,237.89,242.9,236.27,0.13K,1.65%,130
1/31/2020,237.89,241.01,241.83,232.69,0.33K,-1.29%,330
1/30/2020,241.01,227,244.42,222.66,0.25K,6.17%,250
1/29/2020,227,226.76,230.81,226.05,0.17K,0.11%,170
1/28/2020,226.76,222.01,227.9,221.31,0.19K,2.14%,190
1/27/2020,222.01,218.03,225,216.18,0.11K,1.83%,110
1/26/2020,218.03,210.88,219,208.18,0.15K,3.39%,150
1/25/2020,210.88,213.17,213.17,206.42,0.08K,-1.07%,80
1/24/2020,213.17,212.37,214.89,204.3,0.11K,0.38%,110
1/23/2020,212.37,219.98,224.88,205.42,0.60K,-3.46%,600
1/22/2020,219.98,219.84,220.92,214.91,0.11K,0.12%,110
1/21/2020,219.71,217.1,219.84,214.23,0.35K,1.20%,350
1/20/2020,217.1,217.68,218.18,200.1,0.39K,-0.27%,390
1/19/2020,217.68,226.64,228.1,210.82,0.16K,-3.95%,160
1/18/2020,226.64,222.92,232.3,215.04,0.20K,1.67%,200
1/17/2020,222.92,211,225.19,209.29,0.26K,5.65%,260
1/16/2020,211,214.67,214.71,206.39,0.17K,-1.71%,170
1/15/2020,214.67,214.51,218.88,205.61,1.12K,0.07%,1120
1/14/2020,214.51,187.09,217.89,185.92,0.92K,14.66%,920
1/13/2020,187.09,189.05,191.05,184.74,0.07K,-1.04%,70
1/12/2020,189.05,186.1,189.45,184.23,0.11K,1.59%,110
1/11/2020,186.1,187.47,191.14,184.21,0.21K,-0.73%,210
1/10/2020,187.47,178.97,202,175.13,0.52K,4.75%,520
1/9/2020,178.97,183.82,184.18,176.74,0.12K,-2.64%,120
1/8/2020,183.82,186.45,191.74,178.72,0.21K,-1.41%,210
1/7/2020,186.45,187.49,188.07,182.94,0.20K,-0.55%,200
1/6/2020,187.49,176.73,188.12,175.14,0.20K,6.09%,200
1/5/2020,176.73,174.44,179.19,174.19,0.11K,1.31%,110
1/4/2020,174.44,174.09,175.6,172.68,0.06K,0.20%,60
1/3/2020,174.09,164.49,174.59,162.26,0.19K,5.84%,190
1/2/2020,164.49,169.52,170.7,164.49,0.10K,-2.97%,100
1/1/2020,169.52,167.5,172.09,167.25,0.27K,1.21%,270
12/31/2019,167.5,172.14,172.97,165.98,0.16K,-2.70%,160
12/30/2019,172.14,175.36,177.78,170.01,0.16K,-1.84%,160
12/29/2019,175.36,168.18,180,167.53,0.07K,4.11%,70
12/28/2019,168.44,165.71,169.26,165.71,0.03K,1.65%,30
12/27/2019,165.71,165.04,165.71,161.13,0.36K,0.41%,360
12/26/2019,165.04,165.21,170.57,162.74,0.07K,-0.10%,70
12/25/2019,165.21,168.72,168.82,163.95,0.12K,-2.08%,120
12/24/2019,168.72,168.91,170.72,167,0.38K,-0.11%,380
12/23/2019,168.91,173.97,177.63,167,0.14K,-2.91%,140
12/22/2019,173.97,168.03,174.91,168.03,0.09K,3.54%,90
12/21/2019,168.03,168.73,169.3,167.22,0.04K,-0.41%,40
12/20/2019,168.73,169.81,170.92,167,0.14K,-0.64%,140
12/19/2019,169.81,175.11,176.33,166.01,0.25K,-3.03%,250
12/18/2019,175.11,160.97,177.2,154.85,0.56K,8.91%,560
12/17/2019,160.78,175.16,175.18,158.27,0.35K,-8.21%,350
12/16/2019,175.16,188.42,188.51,172.23,0.28K,-7.04%,280
12/15/2019,188.42,187.49,189.42,185.02,0.03K,0.50%,30
12/14/2019,187.49,191.42,191.81,186.69,0.14K,-2.05%,140
12/13/2019,191.42,189.23,191.9,188.28,0.13K,1.16%,130
12/12/2019,189.23,188.74,191.57,185,0.13K,0.26%,130
12/11/2019,188.74,193.1,194.15,185.08,0.19K,-2.26%,190
12/10/2019,193.1,195,195.75,191.42,0.13K,-0.97%,130
12/9/2019,195,200.98,200.98,194.91,0.15K,-2.98%,150
12/8/2019,200.98,196.1,201.45,194.2,0.08K,2.41%,80
12/7/2019,196.25,197.6,198.4,196.1,0.02K,-0.68%,20
12/6/2019,197.6,194.68,197.61,193.5,0.06K,1.50%,60
12/5/2019,194.68,193,197.82,190.15,0.13K,0.87%,130
12/4/2019,193,197.31,199.44,190.38,0.25K,-2.18%,250
12/3/2019,197.31,199.38,200.54,195.05,0.10K,-1.04%,100
12/2/2019,199.38,201.31,201.42,196,0.07K,-0.96%,70
12/1/2019,201.31,203.06,203.06,196,0.17K,-0.86%,170
11/30/2019,203.06,204.33,206.92,200.51,0.28K,-1.47%,280
11/29/2019,206.09,202.15,209.05,200.74,0.22K,1.95%,220
11/28/2019,202.15,204.1,206.48,200.41,0.21K,-0.96%,210
11/27/2019,204.1,196,206.67,189.38,0.26K,4.13%,260
11/26/2019,196,195,199.61,192.42,0.08K,0.51%,80
11/25/2019,195,186.8,201.71,177,0.32K,4.39%,320
11/24/2019,186.8,203.44,203.44,186.8,0.12K,-8.18%,120
11/23/2019,203.44,199.17,235.2,194.57,0.40K,2.14%,400
11/22/2019,199.17,214.49,252.99,184.75,1.82K,-7.14%,1820
